county,diabetes,obesity
21093,9.9,35
21095,12,41.9
21097,7.7,24.9
21099,8.8,26.7
21101,10.7,35.1
21103,7.2,25.3
21105,7.6,20
21107,13,36.3
21109,9,32.1
21111,10.4,32.6
21113,7.7,26.9
21115,9.7,36.5
21117,10.1,33.9
21119,12.2,31.3
21121,8.5,29.6
21123,8,26.9
21125,10.8,32
21127,7.6,27.1
21129,8.6,28.5
21131,10.7,26.6
21133,10.1,36.8
21135,9.4,28.8
21137,9.1,24.5
21139,7.9,24.7
21141,8.9,24.2
21143,9.1,24.2
21145,10.3,32.5
21147,10.1,30.1
21149,7.7,24.7
21151,8.5,33
21153,10.2,31.1
21155,7.8,25.5
21157,8.2,32.7
21159,8.9,24.7
21161,8.2,30.5
21163,7.9,27.8
21165,10.4,29.8
21167,8.8,30.1
21169,7.5,24.1
21171,7,20.1
21173,8.6,34
21175,8.4,28.3
21177,13.2,36.2
21179,9,31
21181,7.9,19.8
21183,9.8,24.6
21185,8,32
21187,8.9,21.3
21189,7.3,22.8
21191,8.2,30.6
21193,10.1,36.6
21195,11.3,37.8
21197,8,19.3
21199,10,36.3
21201,7.1,17.9
21203,8.3,25.8
21205,8.4,32
21207,9.2,26.9
21209,6.3,26.8
21211,7.2,27.1
21213,7.9,24.9
21215,8.1,23.2
21217,8.8,29.1
21219,8,26.5
21221,10.2,30.5
21223,7.7,21.9
21225,7.9,25.1
21227,8.1,29.8
21229,8,22.6
21231,9.2,30.9
21233,7.6,28.1
21235,11.4,28.3
21237,11,29.9
21239,7.5,23.8
22001,11.1,35.7
22003,8.3,24.7
22005,9.4,29.9
22007,9.2,31.2
22009,10.2,31
22011,9.9,29.1
22013,8.3,16.5
22015,10,34
22017,13.5,41.2
22019,12.3,36.2
22021,7.4,18.8
22023,7,19.5
22025,8,19.5
22027,8.8,22.4
22029,10.1,25.8
22031,10.4,24.5
22033,11.1,34.6
22035,7.9,16.5
22037,8.7,22.7
22039,10.2,26.5
22041,7.8,22.2
22043,9.3,27.6
22045,10.5,32.7
22047,11,24.8
22049,7.4,21.9
22051,11.1,34.4
22053,7.5,32.1
22055,10,31.2
22057,12.8,34.6
22059,7.9,23.2
22061,8,23.3
22063,9.7,38.7
22065,8.7,20.1
22067,8.3,23.4
22069,9.9,29.5
22071,9.8,26.9
22073,12.1,36.8
22075,8.2,20.7
22077,10.3,23.3
22079,11.9,41
22081,7.9,18.5
22083,8.4,22
22085,7.5,27.4
22087,10.7,28.3
22089,8.6,28.7
22091,7.8,20.8
22093,11.3,30.5
22095,10.1,31.3
22097,10,33
22099,9.5,32.1
22101,12.2,29.3
22103,8.8,28
22105,10.9,38.7
22107,7.9,18.2
22109,14.3,41.8
22111,7.7,19
22113,8.2,34.7
22115,10,39.1
22117,12.7,37
22119,10.5,27.7
22121,10,23.1
22123,8.8,21.8
22125,8.2,18.6
22127,7.9,18.7
23001,9.6,33.4
23003,10.3,36.9
23005,6.9,24.8
23007,7.2,31.3
23009,6.5,28.7
23011,9.3,33.6
23013,7.5,27.7
23015,6.6,22.6
23017,8.2,33.3
23019,10,34.6
23021,9.1,33.4
23023,8.3,29.4
23025,10.1,31.9
23027,6.9,31.1
23029,8.8,33.5
23031,7.5,30
24001,10.4,34.4
24003,8.7,30.6
24005,8.9,32
24009,9.3,32.7
24011,12.6,39.7
24013,8.2,28.5
24015,9.3,36.2
24017,11.7,41.5
24019,13.8,38.3
24021,8.9,29.7
24023,9.5,30.9
24025,9.2,32.6
24027,7.2,24.4
24029,9,29.9
24031,6.8,21.6
24033,11.9,34.8
24035,7.8,29.1
24037,10.6,36.4
24039,11.7,34.7
24041,7.4,31.3
24043,10.6,36.3
24045,11,36.9
24047,9.9,31.5
24510,12.5,36.6
25001,6.1,23.1
25003,8,22.5
25005,7.6,27.3
25007,7.2,18.3
25009,7,26.6
25011,6.7,26.4
25013,8.2,30.2
25015,6.3,22
25017,6.4,20.4
25019,7.1,20.7
25021,7.1,22.8
25023,6.7,24.4
25025,8.1,21.3
25027,8,30.6
26001,8,19.5
26003,7.8,19.5
26005,8.3,29.9
26007,8.4,27.1
26009,7.5,26
26011,6.9,20.7
26013,7.6,22.1
26015,8.3,28.3
26017,10.2,33.6
26019,8.3,26
26021,7.9,33.4
26023,9.8,27.8
26025,10.8,37.6
26027,8,26
26029,6.4,26.2
26031,8.6,30.2
26033,8.7,26.3
26035,10.1,32.8
26037,9.5,29.6
26039,7.2,19.6
26041,9.9,32.5
26043,7.5,25.8
26045,7.4,32.4
26047,6.7,23.4
26049,11.8,38.7
26051,8.4,24.5
26053,8.6,22.8
26055,7.2,26.4
26057,8.5,35.5
26059,7.7,29.4
26061,7.9,22.1
26063,8.6,27.5
26065,8.7,30.5
26067,10.1,35.6
26069,8.9,29.7
26071,7.5,20.3
26073,8.6,32.3
26075,9.6,37.2
26077,8.2,35.5
26079,8,25.4
26081,9.2,32
26083,6.9,17.9
26085,8.6,24.1
26087,8.4,36.6
26089,6.6,23.2
26091,10.5,39.2
26093,7.1,30.1
26095,7.2,18.2
26097,8.4,25.4
26099,10.1,33.7
26101,7.8,23.2
26103,7.2,27.6
26105,8.1,28.2
26107,8.5,28.9
26109,7.2,26.8
26111,6.3,30.1
26113,7.8,24.9
26115,9.1,35.1
26117,8.5,37.2
26119,7.8,22.9
26121,10.3,36.7
26123,7.8,35.4
26125,8.2,30.1
26127,10.1,24.2
26129,9,23.3
26131,7.1,21.3
26133,8.1,23.7
26135,7.3,21.9
26137,6.9,24.1
26139,8.2,27.5
26141,7.6,23.4
26143,7.4,25
26145,10.5,41.8
26147,9.2,32.6
26149,9.5,25.6
26151,7.6,33.2
26153,7.1,19
26155,7.2,34.2
26157,7.9,28.6
26159,9.1,34
26161,7.6,26.9
26163,10.5,36
26165,8.5,28.8
27001,7.4,28.5
27003,8.5,32.7
27005,7.4,31.9
27007,9.3,35.6
27009,8.5,36.3
27011,6.3,27.2
27013,8,28.2
27015,8.3,34.8
27017,9,30.6
27019,8.1,26.7
27021,7.5,26.9
27023,9.6,32.8
27025,7.6,28.6
27027,7.1,34.4
27029,7.5,27.4
27031,7.3,23.8
27033,8.3,29.9
27035,7.9,31.8
27037,7.5,31.9
27039,8.4,31.3
27041,6.3,28.9
27043,7.3,34.2
27045,9.1,29.7
27047,7.4,29
27049,6.9,32
27051,6.4,29.3
27053,7,25.1
27055,7,26.6
27057,7.4,31.3
27059,7.3,32.7
27061,10,30.5
27063,7.6,23.6
27065,7.9,33.3
27067,6.3,31.2
27069,7.7,22.8
27071,7.9,27.1
27073,8.8,26.7
27075,6.7,31.3
27077,7.7,21.8
27079,7.4,30.6
27081,8.3,20
27083,7.9,31.1
27085,7.5,34.2
27087,10.4,28.7
27089,8.3,25.8
27091,8.6,31
27093,6.9,28.2
27095,9,30.9
27097,8.8,31.6
27099,7.9,31.6
27101,6.4,34.5
27103,7.1,27
27105,9.4,35.2
27107,9,34.7
27109,7.1,29.2
27111,6.4,30.7
27113,6.9,27.6
27115,8.7,32.6
27117,6.2,25.7
27119,9.4,33.8
27121,7,26.5
27123,8.8,30.7
27125,9.2,23.4
27127,8.3,35
27129,7.8,29.2
27131,8.4,30.2
27133,7.3,26.6
27135,7,28.9
27137,7.7,31
27139,7,31.2
27141,7.5,34.8
27143,9.7,29.6
27145,7.3,31.6
27147,7.8,32.6
27149,7.3,26.3
27151,8.7,31.6
27153,8,35.7
27155,8.3,22.4
27157,7.8,31.2
27159,7.8,30.3
27161,7.7,35.3
27163,7.7,28.1
27165,6.5,26.8
27167,7.4,25.9
27169,7.9,32.7
27171,6.9,31
27173,7.2,27.7
28001,10.7,38.4
28003,9.6,33.4
28005,10.2,31
28007,9.9,34
28009,7.9,18.7
28011,14.6,38
28013,10.1,27.5
28015,9.2,25.1
28017,11.9,32.4
28019,10.7,24.7
28021,11.3,20.1
28023,11.9,32.9
28025,13.7,42.5
28027,12.9,39.6
28029,9.7,29.5
28031,9,33.6
28033,12.7,37.3
28035,11.4,39.1
28037,9.9,27.6
28039,7.8,28.9
28041,11.6,33
28043,11.7,36.5
28045,8.2,26
28047,11.5,34.9
28049,12.4,40.5
28051,14.9,37.5
28053,10.8,26.3
28055,7.9,17
28057,11.6,31.9
28059,10.3,35.5
28061,10,37.4
28063,9.8,34.8
28065,10,33.9
28067,13.4,42.1
28069,12.8,31.4
28071,9.1,32.9
28073,10.9,35.7
28075,13.1,38.7
28077,10.5,28.7
28079,11.5,33.8
28081,11.3,36.3
28083,11.8,48.6
28085,13,39.1
28087,10.6,37.7
28089,9.4,28.5
28091,12.2,35.4
28093,10.8,30.7
28095,11.8,37.9
28097,9.6,27
28099,13.3,34.7
28101,11.6,37.4
28103,11.6,32.1
28105,10.9,32.3
28107,12.4,39.2
28109,10.9,30.2
28111,9.3,32.5
28113,14.1,39.3
28115,10.3,34.6
28117,9.4,27.5
28119,10.2,25.2
28121,10.3,33.4
28123,14.4,38.9
28125,8.8,18.6
28127,8.3,23.3
28129,10.1,35.6
28131,9,29.4
28133,13,42.5
28135,11.6,29.7
28137,10.9,36.4
28139,11.2,27.6
28141,9.8,35.3
28143,8.9,32.9
28145,8.1,31.9
28147,12.2,38.2
28149,11,29.5
28151,13.8,42.6
28153,11.3,26.4
28155,8.8,26.3
28157,7.5,24.2
28159,13.4,34.3
28161,10.8,31.4
28163,8.4,19.4
29001,7.9,33.7
29003,7.1,29.7
29005,7.7,25.2
29007,9.5,27.4
29009,9.7,23.2
29011,6.9,22.8
29013,8.9,37.3
29015,9.4,31.3
29017,8.3,23.5
29019,7.4,28.8
29021,9.7,32
29023,9.7,33.3
29025,10.4,34.7
29027,7.8,28.2
29029,7.7,32.1
29031,8.9,33.1
29033,9.3,29
29035,7,23.2
29037,7.3,31.5
29039,6.6,18.1
29041,8,30.9
29043,7.4,33.6
29045,8.4,29.6
29047,8.7,31.5
29049,8.2,32.4
29051,8.7,29.1
29053,6.9,25.2
29055,7.5,29.2
29057,6.8,19.9
29059,7.3,23
29061,8.2,33.1
29063,7.9,28.8
29065,8.8,22.5
29067,6.8,21
29069,12.6,37.4
29071,10.1,28.3
29073,8.3,20.8
29075,7.3,26
29077,9.8,32.1
29079,9.2,28.2
29081,9.1,28.3
29083,9.5,30.8
29085,6.6,20
29087,7.7,22.8
29089,7.2,18.4
29091,9,33.3
29093,7.4,25.7
29095,10.3,34
29097,10.2,34.2
29099,9.4,36.9
29101,7.8,34.9
29103,7.3,26.8
29105,7,34.9
29107,9.5,36.2
29109,8.1,19.6
29111,7.9,29.5
29113,8.6,29.7
29115,8.1,26.3
29117,9.5,31.4
29119,9.8,26.1
29121,8.4,32.9
29123,6.5,24.1
29125,7.7,24.5
29127,9.5,35.7
29129,8,21.1
29131,8.4,28
29133,11,35.6
29135,7.1,19.2
29137,7.3,24.8
29139,7.4,20.7
29141,6.9,20.8
29143,11.5,37.2
29145,9.6,24.4
29147,8.1,33.1
29149,8.1,21.1
29151,7.7,25.4
29153,7.2,23
29155,13.3,33.9
29157,8.5,30.9
29159,8.5,32.3
29161,8.1,27.2
29163,8.5,35.6
29165,8.4,28.1
29167,8.6,24.3
29169,7.5,29.5
29171,7.7,22.3
29173,7.3,25.8
29175,10.9,34.4
29177,7.5,29.7
29179,6.7,20.3
29181,8.7,31
29183,7.2,30.9
29185,6.6,20.7
29186,8.5,27.1
29187,8.3,31.7
29189,8,28.9
29195,8.6,36
29197,7.4,23.4
29199,7.3,23.1
29201,12,42.2
29203,8.5,22.4
29205,6.7,25
29207,11.6,36
29209,7.8,27.8
29211,8.5,27.9
29213,8.8,28
29215,8.3,29
29217,7.6,22.3
29219,7.8,30.2
29221,8.9,27.8
29223,12,29.6
29225,9.2,30.3
29227,6.9,22
29229,7.5,27.1
29510,10.8,35.8
30001,6.9,24.5
30003,13,32.7
30005,10,33.8
30007,6.9,28.5
30009,8,24.3
30011,6.4,20
30013,8.9,34.8
30015,7,25.9
30017,9.3,32.6
30019,8.1,23.8
30021,9.3,36.4
30023,7.6,25.2
30025,5.8,20.6
30027,5.8,25
30029,5.4,25.9
30031,4.3,16.9
30033,6.7,17.6
30035,13.3,38.5
30037,7.3,19.9
30039,6.3,25.5
30041,8.6,37
30043,8.2,25.3
30045,6.1,23
30047,8.6,31.5
30049,7.7,25.9
30051,7.2,27.1
30053,9,30.1
30055,6.5,26.2
30057,6,21.5
30059,6.8,21.4
30061,6.5,24.8
30063,5.5,23.9
30065,6.7,25.6
30067,5.7,18.6
30069,7.3,19
30071,7.9,24.4
30073,9.1,29.3
30075,9.5,20
30077,7.3,27
30079,6.9,18.8
30081,7,27
30083,8.3,38.7
30085,14.7,35.8
30087,10.1,32.7
30089,7,22.9
30091,9,26.5
30093,9.8,28.2
30095,6.8,28.8
30097,6.5,24.7
30099,6.2,23.9
30101,7.7,23.7
30103,7.3,18.4
30105,8.5,31.1
30107,7,19.4
30109,7.4,19.9
30111,8.1,31.3
31001,10,36.9
31003,8.3,28.3
31005,6.9,23.4
31007,7,18.7
31009,6.9,20.9
31011,7.7,32.1
31013,7,33.3
31015,7.8,32.2
31017,9.1,27.1
31019,8.8,30.6
31021,8.3,30.2
31023,7.6,32.8
31025,9,37.1
31027,5.9,34.5
31029,9.1,33
31031,7.5,26.7
31033,7.3,29.8
31035,6.2,35.8
31037,8,30.1
31039,8,35.5
31041,7.6,32.3
31043,12.3,40
31045,6.4,22.6
31047,8.6,32.8
31049,6.3,24.1
31051,8.3,36.5
31053,9,39
31055,9.6,32.8
31057,8.4,27.1
31059,8.3,33.7
31061,7,25.2
31063,7.3,35.7
31065,8.7,33.2
31067,8.7,35
31069,7,24.4
31071,6.9,30.3
31073,7.4,23.1
31075,7.5,21.7
31077,6.9,27.3
31079,9.2,39.3
31081,8.8,33.3
31083,6.6,25.5
31085,7.4,24.2
31087,8.1,33.7
31089,7.3,35.6
31091,6.7,21.4
31093,7.5,31.9
31095,7.4,30.6
31097,5.5,27
31099,8.2,24.9
31101,5.8,27.4
31103,7.8,23.9
31105,8.7,22.3
31107,8.4,33.8
31109,8,31.6
31111,10,39.5
31113,7.7,19.8
31115,9.7,20.4
31117,6.8,20.4
31119,6.6,35.3
31121,9,31.2
31123,8.8,27.1
31125,7.4,31
31127,6.9,34.2
31129,6.9,32.5
31131,8,40.2
31133,6.9,34.8
31135,6.9,30.4
31137,8.3,31
31139,8.4,30.7
31141,9.2,35.3
31143,6.7,28
31145,9.4,36.3
31147,8.9,39.5
31149,9.2,33.1
31151,10,35.3
31153,9,33.6
31155,8.8,31.9
31157,10.1,36.7
31159,7,33.4
31161,7.2,32.7
31163,7.8,29.9
31165,6,20.5
31167,7.5,31.1
31169,8.7,34.3
31171,7,23.8
31173,12.3,43.1
31175,7.2,30.5
31177,8,31
31179,7.7,33.9
31181,7.2,33.1
31183,6.7,21.5
31185,9.5,38.8
32001,12.9,29.4
32003,10,30.2
32005,6.9,28.3
32007,8.3,30.8
32009,7,17.3
32011,7,18.3
32013,7.8,28.7
32015,8,25
32017,8.8,20
32019,8.5,33.8
32021,7.8,23.6
32023,8.2,30.6
32027,7.5,21.1
32029,8,17.8
32031,6.3,25.5
32033,8.8,22.8
32510,8.9,31.5
33001,8.3,33.4
33003,7.1,26.2
33005,7.3,31.9
33007,9.8,35.8
33009,6.7,27.8
33011,8.1,30.7
33013,6.7,29.9
33015,7.1,28.3
33017,9.1,29.4
33019,8.2,31.2
34001,10.4,29.5
34003,7,22.7
34005,9.7,30.2
34007,8.7,30.1
34009,7.9,28.3
34011,9.1,34.8
34013,8.8,27.6
34015,7.7,32
34017,9.5,23.9
34019,5.4,23.4
34021,7.9,27.7
34023,8.5,23.3
34025,7.4,21.4
34027,6.2,18.8
34029,7.3,29.8
34031,10.1,28.6
34033,9.8,34.7
34035,6.6,23.4
34037,8,27.6
34039,7.2,27.1
34041,6.8,30.3
35001,7.4,24.9
35003,8.3,15.9
35005,9,32.6
35006,12.5,37.3
35007,9.2,24.6
35009,10.4,32.9
35011,8.3,23.1
35013,9.2,29
35015,11.3,39.8
35017,7.1,26.3
35019,9,23.3
35021,7,17.7
35023,7.3,18.8
35025,12,37.5
35027,6,25.6
35028,6.1,20.6
35029,11,30.4
35031,14.6,39.8
35033,7.9,20.2
35035,9.4,29.4
35037,8.3,22.8
35039,10.8,29.9
35041,7,30.9
35043,7.5,27.7
35045,11.5,33.6
35047,10,28.8
35049,5.3,19.1
35051,9,27.9
35053,8.5,28.2
35055,6.7,17.4
35057,7.8,24.7
35059,7.8,20.9
35061,8,32.7
36001,7.7,25.8
36003,9.1,31.6
36005,11.5,29.6
36007,9.3,35
36009,11.6,34.6
36011,8.2,32.2
36013,9.9,34.8
36015,10.8,32.7
36017,8.6,31.8
36019,11.1,33.8
36021,7.6,29.2
36023,8.6,28
36025,7.4,31.9
36027,7.2,28.3
36029,9.3,29
36031,8.5,28.2
36033,11.9,41.3
36035,9.6,30.4
36037,9.7,27.8
36039,7.5,32.8
36041,7.8,25.5
36043,8.9,32.8
36045,9.7,33.6
36047,9.2,23.9
36049,9.7,32.2
36051,8.2,30.8
36053,8.3,31.8
36055,8,32
36057,11.4,34.1
36059,6.9,23.3
36061,6.5,17.4
36063,9.3,28.9
36065,9.2,30.7
36067,8.8,30.7
36069,7.3,29.2
36071,8.5,27.8
36073,9.6,31.4
36075,9.4,37.2
36077,8.3,30.4
36079,6.1,22.7
36081,10.7,24.8
36083,8.3,27.1
36085,8.7,29.4
36087,7.9,24.3
36089,9.8,36.4
36091,6.6,27.9
36093,8.8,30
36095,8.1,34.3
36097,9.2,29.9
36099,9,33.8
36101,10.3,33.8
36103,7,25.6
36105,7.9,34.4
36107,9.5,28.5
36109,6.7,22.7
36111,6.9,26.8
36113,6.8,28.7
36115,8.3,31.4
36117,8.7,33.2
36119,6.6,20.2
36121,9.1,33.4
36123,10.5,28.1
37001,9.6,32.1
37003,7.1,21
37005,7.5,17.4
37007,8.6,18.5
37009,8.4,23.6
37011,7.3,22.2
37013,8.4,24.9
37015,9.8,22.6
37017,8,29.7
37019,8.4,27.4
37021,6.8,25.5
37023,8.3,29.8
37025,9.5,28.6
37027,11.1,30.4
37029,7.1,17.4
37031,8.1,29.4
37033,7.3,18.6
37035,8.9,27.4
37037,7.1,26.2
37039,9.5,26.5
37041,8.3,20.9
37043,7.4,17.5
37045,11.4,30.8
37047,10.6,30.3
37049,9.9,26.9
37051,11.9,34.2
37053,7.3,23.1
37055,6.4,21.8
37057,7.9,35.3
37059,7.2,22.9
37061,10.3,30.9
37063,9.1,33.4
37065,9.7,22.2
37067,8.9,31.4
37069,10.4,27.2
37071,8.7,26.2
37073,8.2,17.8
37075,6.9,18.9
37077,7.4,18.3
37079,8.3,19.1
37081,8.9,35.7
37083,10.9,30.7
37085,11,41.3
37087,10.5,31.6
37089,6.5,34.2
37091,9.7,23.7
37093,10,36.6
37095,7.9,18.4
37097,11.1,31.6
37099,9.6,26.7
37101,12,29.6
37103,7.2,18.8
37105,8.6,27
37107,7.4,31.3
37109,7.9,24.3
37111,9.7,25.8
37113,8.6,24.1
37115,7.7,24.5
37117,9,20.7
37119,8.3,27
37121,6.8,20.2
37123,8.1,18.7
37125,7,25.2
37127,10.5,27.8
37129,7.5,23.9
37131,8.2,18.1
37133,9.2,31.2
37135,6.8,22.9
37137,7.4,19.7
37139,8.5,26.6
37141,8,21
37143,8,18.4
37145,7.2,25.7
37147,9.8,35.5
37149,7.5,23.7
37151,9.7,33
37153,9.8,25.4
37155,13.4,44
37157,11.1,28.9
37159,9.9,31.3
37161,8.7,24.8
37163,10.9,31.3
37165,12.8,23.6
37167,9.5,26.8
37169,9.5,33.9
37171,9.5,25.3
37173,9.3,18.7
37175,7.2,17.4
37177,7.7,17.3
37179,8.4,28.3
37181,8.7,28.4
37183,8.1,27.3
37185,8.1,17.2
37187,9.2,18.6
37189,7,23.2
37191,12.8,34.8
37193,8.2,30.6
37195,8.9,32.1
37197,9.7,25.2
37199,6.8,21.5
38001,6.9,23.1
38003,8.8,32.4
38005,9.5,27.9
38007,7.2,23
38009,8,27.3
38011,5.7,25.3
38013,7.5,26.5
38015,6.9,31.1
38017,8.8,32.5
38019,7.2,24.1
38021,7,29
38023,7.7,24.3
38025,7.5,30.2
38027,7.9,27
38029,8.4,25.2
38031,8.1,30.7
38033,7.7,24.8
38035,8.9,31.8
38037,8.5,25.6
38039,7,29.8
38041,7.1,23.4
38043,6.2,29.7
38045,7.3,29.5
38047,7.5,22.2
38049,7.9,30.3
38051,9.4,27.9
38053,6.9,32
38055,8.3,31.7
38057,8.2,31.3
38059,10.4,32.3
38061,9,35.3
38063,10,27.7
38065,6.5,28
38067,7.5,33.6
38069,6.8,30.7
38071,8.7,31.9
38073,8.4,30.1
38075,6.4,31.1
38077,8.3,31.7
38079,16.4,48.4
38081,8.3,26.7
38083,8.9,24.4
38085,10.3,21.6
38087,7.5,20.6
38089,7.5,27.8
38091,8.2,23.3
38093,6.5,31.5
38095,6.9,26.9
38097,7.7,29.6
38099,7.2,29.2
38101,8.8,36.7
38103,8.1,27.3
38105,7.5,35.5
39001,10.7,36.2
39003,11.6,37
39005,8.4,27
39007,9.1,39.7
39009,10.9,32.8
39011,9.4,36.6
39013,10,36.3
39015,9.7,30.2
39017,9.5,32.9
39019,9.7,29.7
39021,8.3,34.6
39023,12.1,35.5
39025,10,33.8
39027,9.1,32.5
39029,11.5,34.7
39031,9.9,33
39033,9.8,33.4
39035,9.4,32.8
39037,9,32.8
39039,10.6,31.5
39041,9,30.1
39043,9.2,35.8
39045,8.6,36.9
39047,12.1,41.5
39049,10.5,33.8
39051,8.6,30.3
39053,12.1,39.9
39055,7.2,29.8
39057,8.3,31.7
39059,10.2,35.4
39061,10.3,32.6
39063,9.3,30.5
39065,9.9,33.7
39067,8.5,36.7
39069,8.6,30.2
39071,9.9,38.2
39073,7.7,32.7
39075,7.2,24.7
39077,8.5,39.5
39079,13,39.9
39081,11.2,36.2
39083,9.1,38.7
39085,9.4,32
39087,11,38.4
39089,12.2,32
39091,7.8,26.9
39093,10.7,34.6
