county,diabetes,obesity
39095,11.2,36.6
39097,9.5,29.4
39099,11.6,34.1
39101,11.8,38.5
39103,8.4,30.8
39105,11.4,34.8
39107,7.7,29.4
39109,8.2,30.1
39111,8.2,30.1
39113,11.2,36.5
39115,7.3,32.1
39117,8.3,36.1
39119,10.1,37.7
39121,8.2,30.9
39123,7.1,26.5
39125,8.7,26.5
39127,8,30.4
39129,8.9,34.9
39131,13.7,36.7
39133,7.9,31.1
39135,10.4,28.8
39137,7.9,30.3
39139,10.8,36.3
39141,11.1,37.8
39143,9.4,30.7
39145,12.9,41.9
39147,10.4,34.7
39149,7.2,28
39151,9.9,35.7
39153,9.5,32.4
39155,10.7,38.3
39157,8.4,33.9
39159,8.2,34.3
39161,10.8,37.3
39163,12.8,35.5
39165,7.7,31.6
39167,9,30.7
39169,8.3,38.7
39171,10.6,34.3
39173,10.8,38
39175,10.2,33.3
40001,10.5,28.6
40003,7.4,19.5
40005,6.9,29.6
40007,7,25.2
40009,8.3,30.3
40011,9.9,33.3
40013,8,31.1
40015,10.9,31
40017,10.5,31.1
40019,10.2,34.3
40021,11.3,31
40023,9.8,24.6
40025,6.8,17.8
40027,9.6,31.6
40029,8.9,25.2
40031,12.1,38.5
40033,7.5,23.8
40035,8.7,22
40037,8.3,30.5
40039,8.7,33.9
40041,9.2,31
40043,8,26.4
40045,7.2,23.3
40047,9,35.4
40049,8.6,32.8
40051,9.1,35.3
40053,8.5,23.4
40055,7.4,24.1
40057,6.8,19.7
40059,7.2,20.3
40061,7.6,24.8
40063,9,20.6
40065,9.6,25.2
40067,8.2,20.1
40069,7.9,19.9
40071,9.1,35.6
40073,9.2,28.8
40075,7.9,22.9
40077,9.4,27.1
40079,11.1,40.3
40081,9.1,43.5
40083,9.6,32.3
40085,7.4,20.5
40087,7.4,30.5
40089,10,31
40091,9.8,25.2
40093,7.8,22.6
40095,8.7,24.7
40097,13.4,31
40099,8.8,26.8
40101,11.8,40.4
40103,8.7,21.7
40105,7.9,24.5
40107,9.1,20.9
40109,10.7,33.6
40111,10,35.1
40113,10,30
40115,9.7,31.5
40117,7,26.5
40119,8.8,31.9
40121,8.4,26
40123,10.8,36.8
40125,10.9,35.1
40127,8.2,20.2
40129,7,16.6
40131,9.5,35.9
40133,10.2,27.4
40135,11.2,28.4
40137,9.3,37.7
40139,9.4,31.5
40141,8.2,24.5
40143,9.8,34.4
40145,12.6,34
40147,8,30
40149,10.7,28.7
40151,8.3,27.3
40153,9.1,35.6
41001,7.5,20.2
41003,6.6,24.3
41005,7.6,26.4
41007,7.1,25.8
41009,8.9,34.1
41011,8.7,34.2
41013,8,25.8
41015,7.9,20.7
41017,8.1,24.9
41019,7.6,31.7
41021,6.8,17.2
41023,7.6,18.4
41025,7.4,19.1
41027,6,19.8
41029,7.6,25.5
41031,7.7,26.5
41033,8.4,28.1
41035,7.3,26.7
41037,8,22.3
41039,7.7,28.8
41041,8.1,31.7
41043,9.4,34.4
41045,9,27
41047,9.4,35.9
41049,9.2,26.3
41051,7.8,25.6
41053,9.3,34.9
41055,7.3,19.2
41057,6.2,28
41059,9,33
41061,9.7,29.9
41063,7.3,23.7
41065,7.9,24
41067,7.9,28.2
41069,6.9,17.7
41071,7.1,30.7
42001,7.5,30.4
42003,8.1,29.7
42005,8.7,38.2
42007,7.8,32.2
42009,7.8,25.5
42011,7.2,34.2
42013,9.1,27.9
42015,8.4,34
42017,7.2,25
42019,7.9,30.4
42021,8,25.6
42023,7.3,21
42025,7.9,19.4
42027,7.5,25.3
42029,7.1,26.5
42031,8.1,30.8
42033,8,30
42035,8,27.9
42037,7.4,29.4
42039,7.1,23.1
42041,8.4,31.6
42043,7.4,29.6
42045,9.2,26.7
42047,8,23.6
42049,8.3,33.1
42051,9,30.1
42053,7.4,18.6
42055,7.7,38.8
42057,7.2,27.7
42059,9.1,33.2
42061,7.1,22.8
42063,7.6,22.6
42065,10.3,33.6
42067,7.3,20.6
42069,8.1,27.2
42071,8.8,29.8
42073,9,31.4
42075,9.8,31.3
42077,9.5,34.6
42079,10.2,32.7
42081,7.6,29.9
42083,7.8,29
42085,6.2,27.6
42087,8.1,25.7
42089,8.7,29.6
42091,7.7,26.6
42093,8.2,19.7
42095,8.9,26.5
42097,7.5,33.8
42099,8.7,24.8
42101,11.3,29.1
42103,7.6,27.7
42105,8.3,19.4
42107,7.8,31
42109,8,33.1
42111,8.1,34
42113,6.9,17.8
42115,8.3,30.8
42117,7.1,27.4
42119,8.9,30
42121,9.4,31.2
42123,8.1,28
42125,8.1,32.6
42127,8.3,20.6
42129,8.7,34.5
42131,9.1,30.3
42133,7.6,31.2
44001,7.5,23.2
44003,8.2,30.5
44005,6.6,24.5
44007,9.7,31.4
44009,7.2,24.1
45001,10.3,33
45003,11.4,36.3
45005,12,22.5
45007,11.5,37.6
45009,9.5,28.9
45011,11,31
45013,6.9,24.4
45015,12.3,36.3
45017,8.3,27.4
45019,9.1,28.4
45021,8.1,27.9
45023,13,34.9
45025,12.4,35.5
45027,10.8,31.1
45029,12.7,29.7
45031,12.2,34.5
45033,9.9,31.3
45035,10.1,36.5
45037,8.2,32.1
45039,10.8,24.6
45041,12.8,37.9
45043,11.9,34
45045,9.8,31.2
45047,11.7,37.5
45049,10.4,31.1
45051,9.9,33.3
45053,9.4,27.2
45055,11.5,36.1
45057,10.1,32.5
45059,12.5,30.2
45061,9.1,25.1
45063,10.2,32.7
45065,10.8,30.4
45067,10.2,31
45069,12.1,29.9
45071,10,29.3
45073,8.4,31.7
45075,14.4,40.3
45077,9.6,22.1
45079,9.3,33.6
45081,9.9,30
45083,11.3,33.6
45085,12.9,37.2
45087,10.6,28.2
45089,16.2,41.7
45091,10.3,34.3
46003,7.5,24.5
46005,7.8,25.9
46007,12.6,39.2
46009,8.2,20.1
46011,7.5,30.9
46013,8.2,32.8
46015,7.1,25.4
46017,11.5,23.4
46019,6.3,23.6
46021,6.5,20.2
46023,8,23.1
46025,6.9,25.6
46027,8.1,22.5
46029,8.3,32.5
46031,12.8,37.6
46033,7,24.5
46035,7.7,26.9
46037,6.5,27.5
46039,5.9,30
46041,14.6,41.8
46043,7.2,20.1
46045,6.6,29.9
46047,7.1,27.5
46049,6,23.8
46051,6.6,25.3
46053,7.6,24.2
46055,7.8,26.8
46057,8.1,29.3
46059,7.2,20.6
46061,7.2,18.4
46063,6.7,20
46065,6.6,26.5
46067,6.4,21.1
46069,7.3,17.2
46071,10.6,30.3
46073,7.3,19.7
46075,7.1,18.6
46077,7.8,23.3
46079,6.9,25.4
46081,5.7,22.4
46083,7.5,30.4
46085,8.4,20.4
46087,8.3,21.8
46089,6.4,28.4
46091,6,21.8
46093,7.4,27.4
46095,10.2,31.6
46097,7.6,19.1
46099,7.5,30.5
46101,6.9,22.4
46102,15,39.8
46103,8,29.3
46105,6.8,26
46107,7.7,20.3
46109,7.8,24.4
46111,7.8,19.6
46113,No Data,No Data
46115,7.7,24.7
46117,6.8,22
46119,6.8,19.6
46121,15.3,41.9
46123,7.2,25.4
46125,8.5,25
46127,7.9,36.1
46129,9.4,17.4
46135,7,32.9
46137,13.7,42
47001,7.4,28
47003,8.8,27.3
47005,8.2,22.1
47007,7.4,22
47009,9.2,35
47011,11.5,37.6
47013,9,28.3
47015,6.7,21.3
47017,9,27.1
47019,10.5,27.2
47021,8.6,23.2
47023,7.5,29.9
47025,9.1,28
47027,6.7,19.6
47029,10.7,27.6
47031,11.1,31.3
47033,7.8,22.5
47035,9.9,31.4
47037,9.3,29
47039,8.7,28.9
47041,9.2,24.9
47043,7.1,24.3
47045,8.5,31.2
47047,9.4,27.1
47049,10.8,27.4
47051,9,34
47053,12.1,32.4
47055,9.2,29.1
47057,7.6,20
47059,10.8,33.7
47061,8.6,27.5
47063,10.1,30.9
47065,10.6,30
47067,7.2,20.7
47069,10,36.6
47071,10.8,34.6
47073,9.2,35.1
47075,12.2,31.4
47077,12,37
47079,9,27.5
47081,8.8,24.3
47083,7.2,17.9
47085,7.5,20.5
47087,8.3,22.9
47089,9.3,30.7
47091,7.2,24.7
47093,11.3,32.9
47095,7.7,17.8
47097,12.4,26.8
47099,7.9,32.7
47101,7.4,20.9
47103,7.7,27
47105,7.7,29.8
47107,12.1,30
47109,8.8,33.6
47111,11,36
47113,12.9,40.5
47115,9.5,25.1
47117,8.5,28.9
47119,11.6,33.8
47121,8.5,21.3
47123,9.5,28.9
47125,12.6,36.2
47127,7.2,18.7
47129,6.9,22.9
47131,9.8,24.3
47133,8.3,29.7
47135,8.3,21.9
47137,7.6,20.5
47139,9.6,28.7
47141,10.1,33.3
47143,7.1,27
47145,9.5,28.1
47147,9.2,25.2
47149,10.8,37
47151,8.7,26.2
47153,8.8,29.5
47155,9.3,28.6
47157,11.3,34.2
47159,7.5,28.3
47161,7.1,23.4
47163,11.2,31.7
47165,10.3,30.3
47167,9.5,31.2
47169,7.3,18.1
47171,7.2,21.4
47173,7.7,20.8
47175,6.8,18.5
47177,8.9,28.6
47179,11.3,31.8
47181,7.7,24.7
47183,7.6,28.9
47185,7.7,29.1
47187,7.2,25.3
47189,10.3,24.1
48001,8.4,23.8
48003,7,18.4
48005,12.6,39
48007,8.6,26.3
48009,7.1,19.7
48011,6.9,18.6
48013,6.9,19.5
48015,8.4,25.5
48017,6.8,17.7
48019,6.5,21
48021,9.9,32.8
48023,7.1,18.7
48025,7.6,22
48027,10.9,32.1
48029,11.3,35.1
48031,6.7,21.9
48033,6.8,17.9
48035,6.7,18.2
48037,8.1,22.4
48039,11.2,38.3
48041,9.4,30.4
48043,7.1,18.2
48045,6.9,18.1
48047,6.8,17.3
48049,8.1,21
48051,7.3,19
48053,7,21.5
48055,8.2,28.2
48057,8.9,26.4
48059,7.7,25.3
48061,12.1,39.6
48063,7.2,18.7
48065,7.1,18.3
48067,7.1,16.8
48069,6.8,17.8
48071,7.3,22.3
48073,9.7,32
48075,6.9,18
48077,7.2,19.9
48079,7.2,17.7
48081,6.9,17.7
48083,7.3,18.1
48085,8.2,23.8
48087,7,17.4
48089,8.5,22.7
48091,7.6,29.6
48093,6.8,18.1
48095,7.1,17.9
48097,6.6,19
48099,7.5,23
48101,7.1,17.7
48103,6.8,18
48105,6.7,18.8
48107,6.9,17.8
48109,6.9,18
48111,6.8,17.8
48113,9.7,30.6
48115,7.2,17.8
48117,6.9,18.2
48119,7,18
48121,7.7,29.2
48123,6.9,18
48125,7,17.2
48127,7,17.2
48129,7,17.9
48131,7.1,17.9
48133,7,18.1
48135,7.5,27.6
48137,7.1,18
48139,9.4,29.7
48141,10.8,34.9
48143,6.6,17
48145,7.4,17.6
48147,6.9,18.6
48149,7.7,25.8
48151,7,17
48153,7.1,17.8
48155,6.9,17.8
48157,10.4,27.9
48159,6.9,17.5
48161,7.3,17.7
48163,6.9,17.2
48165,7.1,17.8
48167,11.3,32
48169,6.9,17.7
48171,6.7,20.5
48173,7.1,17.6
48175,7.1,19.6
48177,7,20.2
48179,7.1,19.8
48181,7.6,24.8
48183,8.7,22.7
48185,7.6,20.8
48187,7.4,35
48189,7.3,18.5
48191,7.1,18.2
48193,6.9,17.3
48195,6.9,18.1
48197,7.1,19.3
48199,8.7,29.4
48201,10.3,32.6
48203,8,19
48205,7.2,17.6
48207,7,17.9
48209,8.8,28
48211,6.9,17.7
48213,8.9,29.1
48215,13.5,42.7
48217,7.7,21.4
48219,6.9,18.3
48221,8.9,24.7
48223,7.5,18.1
48225,8.7,22.5
48227,6.9,18.9
48229,7.1,17.4
48231,8.2,24.3
48233,6.9,18.7
48235,7,18.1
48237,7,18.1
48239,7.4,22.4
48241,9.3,25.2
48243,7.1,18
48245,11,39.6
48247,6.8,18.3
48249,8.5,20.1
48251,10.8,35.9
48253,7.4,28.1
48255,7,18
48257,8.7,25.1
48259,7.5,20.8
48261,7,17.7
48263,6.9,17.9
48265,7.9,24.7
48267,7,17.5
48269,7,17.9
48271,7,18
48273,7.2,21.6
48275,7,17.4
48277,7,18.8
48279,6.9,18.3
48281,7.7,18
48283,6.9,17.7
48285,7,17.9
48287,7.3,21.2
48289,7.1,17.8
48291,7.9,24.1
48293,7.6,18.6
48295,6.8,17.4
48297,6.4,21.8
48299,7.2,18.1
48301,7.3,17.8
48303,8.6,24.1
48305,6.9,17.8
48307,7.2,18.2
48309,7.8,22.3
48311,6.9,20.5
48313,7.2,18.9
48315,7.4,17.6
48317,7,17.9
48319,7,18.1
48321,10.7,33.6
48323,13.5,45.9
48325,6.9,19.5
48327,7,17.9
48329,7.2,23.6
48331,7.1,22.6
48333,7.3,20.1
48335,7.1,17.6
48337,6.9,21
48339,8.8,31.5
48341,6.9,21.1
48343,7.4,17.6
48345,7.1,17.8
48347,10.1,32.1
48349,10.4,27.6
48351,7.9,18.3
48353,7.4,19.2
48355,10.7,36.9
48357,6.9,17.6
48359,6.9,17.7
48361,9.8,35.8
48363,7.5,22.9
48365,7.6,18.2
48367,7.9,30.7
48369,6.8,18.4
48371,7,19
48373,12,37.8
48375,7.8,18.7
48377,7,18.2
48379,6.8,18.2
48381,8.8,22.3
48383,7,17.6
48385,6.9,17.7
48387,7.7,17.7
48389,7.1,19
48391,7.1,17.6
48393,6.8,18.1
48395,7.3,19.4
48397,6.7,20.3
48399,6.9,17.9
48401,7.7,22.5
48403,8.5,21.2
48405,7.9,18.5
48407,7.6,30.8
48409,12.2,40.7
48411,6.9,19.1
48413,7,17.8
48415,6.8,17.7
48417,6.9,18.5
48419,8.1,21
48421,6.8,17.7
48423,10.3,35
48425,6.9,19.4
48427,8.5,27.5
48429,7.1,19.7
48431,7,17.9
48433,7.1,18.8
48435,7.1,18
48437,7.2,17.7
48439,10.1,35.3
48441,9.8,32.6
48443,7,18
48445,6.9,17.4
48447,6.7,17.9
48449,7.5,19
48451,7.9,22.8
48453,6.8,25.7
48455,9.6,27.7
48457,8.5,25.3
48459,6.6,21
48461,7.1,18.2
48463,7.8,18.8
48465,6.7,21.8
48467,8.1,27.8
48469,9.7,30.9
48471,9.1,28.9
48473,7.3,19.3
48475,6.9,17.8
48477,7.1,19.7
48479,7.8,30.5
48481,9.4,25.8
48483,7.1,18.3
48485,11.5,31.8
48487,8.3,20.9
48489,6.7,22.2
48491,8.3,29.9
48493,7.5,22.3
48495,7,17.6
48497,9.1,24.1
48499,7.1,20.2
48501,6.9,18
48503,8,21.2
48505,6.7,17.4
48507,11.2,32.4
49001,6.4,22.3
49003,8.2,33.3
49005,8.4,28.1
49007,8.8,31.8
49009,7.2,18.8
49011,8.7,32
49013,7.7,29.7
49015,9.6,30.5
49017,7.6,22.8
49019,6.5,21.3
49021,7,25.4
49023,8.9,27.2
49025,7.4,23.5
49027,10.5,26.3
49029,6,21.7
49031,7.2,19
49033,6.3,16.9
49035,8.6,29.1
49037,11.2,31
49039,7.9,27.3
49041,8.2,31.8
49043,5.2,15.3
49045,9.8,35.4
49047,10.5,36.2
49049,7.4,27.7
49051,5.8,26.6
49053,6.9,28.1
49055,7.3,18.1
49057,9,33.3
50001,5.4,25.3
50003,7.5,24.7
50005,7.3,28.4
50007,5.8,20.4
50009,8.8,28.2
50011,8.3,35.1
50013,6.9,27.8
50015,6.6,23
50017,7.4,29.2
50019,7.2,31.6
50021,7.8,32.3
50023,6.5,26.8
50025,5.6,24
50027,6.6,28.2
51001,9.3,32.4
51003,7.7,20.7
51005,8.6,30.7
51007,8.1,25.3
51009,11.4,29.4
51011,8,27.9
51013,6.6,21.6
51015,10.3,31.8
51017,8.2,23.1
51019,7.9,29.8
51021,9,24.3
51023,7.9,29
51025,10.1,25.4
51027,9,30.4
51029,9.3,34.2
51031,10.2,39.4
51033,10.5,27
51035,7.9,27.7
51036,9.1,16.8
51037,9.8,28.9
51041,11.3,35.7
51043,6.3,19.4
51045,7.1,21.3
51047,10.3,29.2
51049,8.9,26.9
51051,8.2,27.9
51053,9.9,36.3
51057,9.5,24.2
51059,6.2,21.4
51061,7.4,26.5
51063,6.5,22.2
51065,7.6,24.5
51067,7.9,33.5
51069,7,27.5
51071,9,24.7
51073,8.2,28.2
51075,8.5,24.1
51077,8.2,29
51079,7.6,25.3
51081,10.6,23.5
51083,11,28.4
51085,8.4,33.9
51087,9.3,31.7
51089,12.3,37
51091,6.7,20
51093,8.7,26.9
51095,8.6,25.6
51097,7.5,19.2
51099,8.3,31.7
51101,7.4,26.5
51103,9,21
51105,10.9,30.9
51107,6.4,25.4
51109,8.1,29.6
51111,10,29.8
51113,7.9,22.8
51115,7.2,24.1
51117,12.6,34.4
51119,8.4,19.7
51121,9.5,29.3
51125,7.2,22.2
51127,7,25.7
51131,8.9,33.7
51133,7.1,19.4
51135,9.9,25.9
51137,8.8,25.2
51139,8.9,31.6
51141,8.7,24.8
51143,10.4,34.2
51145,7.6,25.4
51147,10,23.4
51149,10.1,31.1
51153,9.3,32.4
51155,7.6,26.2
51157,7.8,19.8
51159,8.4,31.9
51161,11.8,30.7
51163,9,24.3
51165,9.1,29.2
51167,9.9,36.4
51169,11.4,32
51171,8.2,34
51173,8.8,38.3
51175,10.2,31.7
51177,8.6,32.2
51179,9.5,34.1
51181,8,20
51183,9.6,31.1
51185,10.2,38.7
51187,7.9,24.5
51191,8.9,29.5
51193,9.4,27.8
51195,12.4,34.9
51197,9.2,35.9
51199,7.8,26.4
51510,7,22.1
51515,No Data,No Data
51520,8,20.9
51530,6.9,18.9
51540,7,19.5
51550,12.3,35.8
51570,8.6,31.4
51580,7.1,17.6
51590,11.2,29.2
51595,8.4,17.3
51600,9.3,23.7
51610,7.8,18.9
51620,8.1,23.5
51630,7.3,22.6
51640,7.2,18.4
51650,10.8,35.4
51660,8,26.9
51670,10.2,27.5
51678,7.2,17.7
51680,7.4,27.4
51683,7.7,20.9
51685,8.1,21.3
51690,8.1,18.2
51700,10.9,39
51710,9.2,34.7
51720,7.6,17.9
51730,11.5,38.6
51735,7.5,21.3
51740,14.9,39
51750,7.7,20.9
51760,10.4,28.9
51770,10.7,31.1
51775,8.2,23.7
51790,7.2,18.8
51800,10.9,29.6
51810,9.9,30.5
51820,7.1,18.1
51830,7.3,19.5
51840,7.9,21.6
53001,10.1,31.4
53003,9.7,29.9
53005,8.4,31.8
53007,7.8,27.6
53009,7,25.7
53011,8.6,34.2
53013,8.6,27.4
53015,8.9,38.5
53017,7.8,30
53019,8.4,25.7
53021,8.9,36.8
53023,7.5,28.8
53025,10.3,33.2
53027,10.3,35.3
53029,7.2,26.8
53031,6.9,20
53033,6.8,21.5
53035,8.2,30.8
53037,7.4,24.9
53039,7.6,26.5
53041,9.3,31.1
53043,7.9,34.9
53045,8.5,31.5
53047,9.1,29.4
53049,9.1,35.1
53051,7.5,24.1
53053,9.5,32.4
53055,4.6,19
53057,7.3,30.1
53059,6.6,28.2
53061,8.3,31
53063,8.2,31.4
53065,6.8,28.3
53067,7.9,31.3
53069,10.9,34.7
53071,8.2,25.2
53073,7.2,26.3
53075,6.9,28.6
53077,9.2,36.5
54001,10.9,26.5
54003,11.7,37
54005,14.4,44.8
54007,10.7,30.6
54009,11.2,31
54011,10.7,36.8
54013,8.7,30.2
54015,8.6,28.3
54017,9.7,29
54019,15.1,35.6
54021,9.5,23.8
54023,10.1,30.4
54025,11.1,33.4
54027,8.4,34.2
54029,10.5,33.6
54031,9.6,27.5
54033,13.2,37.3
54035,10.8,34
54037,8.8,29.9
54039,12.4,37.7
54041,8.3,30.6
54043,11.9,39.7
54045,14.4,43
54047,13.7,39.2
54049,9.8,39.4
54051,9.8,34.8
54053,10,38.1
54055,11.6,34.8
54057,11.8,34.6
54059,13.2,42.1
54061,9.3,32.2
54063,9.2,34.8
54065,9.6,27.8
54067,10.8,33.7
54069,9.7,29.1
54071,10.2,28.6
54073,7.2,22.7
54075,9.4,24.9
54077,10.9,39.2
54079,10.9,36.5
54081,12.5,39.8
54083,10,32.3
54085,9.9,34.9
54087,10.8,40.2
54089,7.8,36.1
54091,11,34.6
54093,8,30.9
54095,9.9,34.5
54097,9.7,32.2
54099,13,35.5
54101,10.1,30.4
54103,9.5,36.9
54105,7.2,20.4
54107,11.9,40.5
54109,11.5,35.7
55001,7.7,26.9
55003,7.3,34.8
55005,7.5,28.3
55007,6.1,26.8
55009,7.8,33.6
55011,7.6,21.4
55013,8,20.5
55015,7.8,21.3
55017,7.2,30.7
55019,6.8,27.8
55021,7.1,30.8
55023,6.6,21.5
55025,6.1,23.9
55027,7.4,36.9
55029,7.1,19
55031,7.7,23
55033,7.7,27.8
55035,6.5,27.9
55037,7.6,25.5
55039,6.5,31.8
55041,9,30.8
55043,6,31.5
55045,6,27.2
55047,8.1,21.3
55049,6.9,26.2
55051,7,19.4
55053,7.8,22.8
55055,6.5,31.7
55057,6.5,27.8
55059,8.2,30.8
55061,7.3,23
55063,7.2,26.3
55065,8,24.5
55067,7.4,28.5
55069,6.7,32.5
55071,7.1,23.5
55073,8.8,31.8
55075,5.8,30.5
55077,6.9,25.1
55078,12.2,40.2
55079,9.6,36.1
55081,7.6,29.6
55083,7.4,28.4
55085,7.5,27
55087,7.7,31.2
55089,6.2,24.5
55091,7.4,21.9
55093,7.3,23.6
55095,8.2,23.4
55097,6.9,25.3
55099,7.9,32
55101,8.1,36
55103,7.7,21.7
55105,8.1,32.6
55107,8.9,20.9
55109,7.8,29.8
55111,7.4,30.2
55113,9.9,29.7
55115,9.6,33
55117,7.9,34
55119,6.4,27.3
55121,7.3,25.8
55123,6,20.9
55125,8,31.4
55127,6.6,30.6
55129,6.1,24.8
55131,7.3,27.3
55133,6.9,24.9
55135,8.9,36
55137,7.2,26.5
55139,8.5,33.1
55141,8.7,32.5
56001,6.3,24.8
56003,7.7,27
56005,7.4,36.5
56007,8.3,31.2
56009,8.2,32
56011,6.5,29.1
56013,7.5,23.5
56015,7.7,34.1
56017,7.5,27.1
56019,5.7,25.5
56021,8.3,28.7
56023,8.5,27.8
56025,7,31.8
56027,6.7,26.7
56029,5.5,27.2
56031,6.5,24.5
56033,7.2,27.2
56035,5.9,23.2
56037,7.2,33.6
56039,4.1,11
56041,7.2,33.2
56043,7.6,24.1
56045,6.9,31.3